ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Statistics South Africa, Telecommunications and Postal Services (2015-2020), The Presidency, Tourism, Trade, Industry and Competition",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:58:39 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Trade, Industry and Competition",National,Progamme 4:Sectors,Progamme 4:Sectors,Quarterly,"Number of Master Plans managed, and new Master Plan finalised",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Action minutes
 
on the monitoring and evaluation of the 6 approved Master
Plans implemented

Appointment of a facilitator for the development of a draft medical devices Master Plan
","Action minutes on the monitoring and evaluation of the 6 approved Master Plans implemented 


Facilitator appointed for the Medical Devices MP and engagements with industry stakeholders in progress. Inception report outlining key elements (regulatory issues, procurement and financial support packages) to be pursued developed


Hemp and Cannabis Master Plan: the dtic participated in the Cannabis and Hemp Mini Phakisa which took place from 19 to 23 June 2023
",N/A,N/A,,,"Action minutes

 on the 
monitoring and evaluation of the 6 approved Master Plans implemented

Development of research and stakeholder engagements towards the draft medical devices Master Plan",,,,,,"Action 
minutes 
on the monitoring and evaluation of the 6
 approved Master
Plans implemented






Action minutes on stakeholder engagements on the commitments made towards the draft medical devices
Master Plan

",,,,,,"Action minutes

 on the monitoring and evaluation of the 6 approved Master Plans implemented

Development of a draft Medical Devices Masterplan

",,,,,,"Monitoring and 

evaluation of the 
implementation of 6 approved Master Plans

1 draft Medical Devices Master Plan developed as per the Re-imagined Industrial Strategy",-,,,,,,,366
,"Trade, Industry and Competition",National,Progamme 4:Sectors,Progamme 4:Sectors,Quarterly,Action minutes towards the increased efficiency of Technical Infrastructure institutions by ensuring that 95% of KPI’s of their APP’s are achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1 Action minute
","1 Action minute for
 a CEOs forum that was held on the 19th of April to provide alignment to the APP and to provide strategic oversight to the entities    
","N/A    
",N/A,,,"1 Action minute
",,,,,,"1 Action minute

",,,,,,"1 Action minute



",,,,,,"4 Action 
minutes towards the increased efficiency of Technical Infrastructure institutions by ensuring that 95% of KPI’s of their APP’s are achieved
",-,,,,,,,366
,"Trade, Industry and Competition",National,Progamme 4:Sectors,Progamme 4:Sectors,Quarterly,Number of regulations published & red tape reduction interventions,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,"NRCS: issuing letters of authority - 85% of LOA’s processed within 90 days 
","Progress update expedited by the Entity 
",N/A,,,"Action 
minutes 

on red- tape reduction in two identified areas:
Decrease in turnaround times within Technical Infrastructure institutions
1) SABS to improve
turnaround times onpublishing of standards from 365 days to 320 days
2) NRCS to assess and decide on issuing a letter of authority from 120 days to 90 days


",,,,,,Nil,,,,,,"Action minute


s
 on red- tape reduction in two identified areas: Decrease in turnaround times within Technical Infrastructure institutions
1) SABS to improve turnaround times on publishing of standards from 365 days to 320 days
2) NRCS to assess and decide on issuing a letter of authority from 120 days to 90 days
",,,,,,"Two bi-annual 

action minutes on the decrease in turnaround times within Technical Infrastructure institutions
1) SABS to improve turnaround times on publishing of standards from 365 days to 320 days 
2) NRCS to assess and decide on issuing a letter of authority from 120 days to 90 days

",-,,,,,,,366
,"Trade, Industry and Competition",National,Progamme 4:Sectors,Progamme 4:Sectors,Quarterly,"Development of a Metal Trading System to identify stolen public infrastructure entering the scrap metal value-chain, export market or legitimate metal production industry",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Electronic design of
the system
","The design of
 the system was completed in Feb 2023. However, a tender was issued for the implementation of the design also known as “architecture of the system”
",N/A,N/A,,,"Consultation with 
key stakeholders
",,,,,,"Finalisation of the 
system
",,,,,,"Implementation of 

the system
",,,,,,"Development and 
institutionalisation of the New Metal trading system to eliminate
metal infrastructure theft and damage

",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 1: Administration,Programme 1: Administration,Quarterly,"Number of the dtic success stories profiled through case studies, advertising campaigns and social media platforms",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",250,205,"Most of the quarter was used to plan the
implementation of the project, as a
result, the actual execution started in the middle of the quarter. The target of 250 could not be reached. Information flow and consolidation of case studies was a challenge
","The appointment of a service provider will be concluded by Q2 and that will help to start the project on time and improve information flow and consolidation of case studies
",,,250,,,,,,"250
",,,,,,"250
",,,,,,1 000,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 1: Administration,Programme 1: Administration,Quarterly,Community outreach initiatives completed in 52 Districts,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",13,"6 outreache

s where Min/DMs were present: 
 
i. DM Gina Jozini Sizakhele Special Project – KZN 7/04/2023 
ii. DM Gina outreach programme, Kuruman, NC,  21/04/2023
iii. Presidential Imbizo – Winelands, WC, 19/5/23
iv. NYDA outreach, FS, 
16/6/23 –
v. DM Gina Business Seminar Outreach programme, KZN, 29/6/23 
vi. 30/6/23 Presidential Imbizo, Ladysmith, KZN
Legislative and Policies’ Awareness and Education outreach programme – GP; 27/6/23
AfCFTA  Workshops 
-KZN – 25/5/23
-GP- 05/6/2023
-Limp- 09/6/2023
-Mpu-15/6/2023 
-EC - 23/6/2023 
University of LP Student Visit – 19-20 June 2023

","Submission was referred to EXBO by ADG.  LS attended to matter within timeframes as stipulated in Operational plan
","A meeting needs to be held with ADG to discuss delays. ADG to take the matter forward.
",,,13,,,,,,13,,,,,,"13
",,,,,,52,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 1: Administration,Programme 1: Administration,Quarterly,"Value of funding accessed, and support provided to SMMEs",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,"100% of 2 819 eligible creditors’ payments were made within 30 Days (92,73% of payments were made within 15 days and the remainder was processed within 30 days)
","Target exceeded due to robust reviews on the turnaround times through monitoring the daily statistics
",N/A ,,,"7 % PWD
40 % 

Women
30 % Youth
of procurement approved towards Women, Youth & PWD owned businesses

",,,,,,0,,,,,,"7 % PWD
40 % 


Women
30 % Youth
of procurement approved towards Women, Youth & PWD owned businesses

",,,,,,"7 % PWD
40 % 

Women
30 % Youth
of procurement approved towards Women, Youth & PWD owned businesses
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of Reports issued by the Incentives Adjudication Review Committee,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Nominations of 
members of the Incentive
s Adjudication Review
Committee

","The following documents have been developed: 
-Terms of Reference (ToR) on the Independent Appeals Panel on Incentive Schemes, to be adopted;
-Grounds of Appeal to the Independent Appeals Panel on Incentives Scheme;
-Rules of Appeal to the Independent Appeals Panel on Incentives Scheme;
-Profile of Members to serve on the Independent Appeals Panel on Incentives Scheme;
-Invitation of Candidates for Appointment as Members of the Independent Appeals Panel on Incentives Scheme, the advert.
-Process flow of the Appeal process flow.
 
Delay Submission is currently with ADG for consideration and approval
","Submission was referred to EXBO by ADG.  LS attended to matter within timeframes as stipulated in Operational plan
","A meeting needs to be held with ADG to discuss delays. ADG to take the matter forward.
",,,"Incentives Adjudication Review Committee
established
",,,,,,Awareness campaign,,,,,,"Annual Report

",,,,,,"Number of Reports
issued by the Incentives Adjudication Review
Committee

",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Value of investment facilitated,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"R30m

",,,,,,R30m,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Value of additional local output committed or achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,R5bn,,,,,,R7bn,,,,,,"R8bn

",,,,,,R20bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Value of exports in manufacturing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","R62.207bn
","R57.2Bn 

","June export data from SARS not yet a
vailable
","APP tracker report 
updated once verified SARS data is released.
",,,"R62.207bn
",,,,,,"R62.207bn
",,,,,,"R62.207bn


",,,,,,R249bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Value of exports in manufacturing sectors to Africa,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R4bn,"R4.5Bn 
",None,None,,,R5bn,,,,,,R5bn,,,,,,"R5bn

",,,,,,R19bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"100 000

",,,,,,100 000,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Number of jobs to be created through the dtic programmes: -50 000 social economy fund part-time or temporary job opportunities; -50 000 full-time jobs,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"500

",,,,,,500,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Value of financial support to enterprises including SMMEs to mitigate impact of load shedding through energy resilience fund,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"Draft Trade Directive submitted to the Minister. 

",None,None,,,Nil,,,,,,Nil,,,,,,"Nil

",,,,,,1,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,"Priority legislation amended, tabled or submitted to Executive Authority, Cabinet or Parliament",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"2

",,,,,,2,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Preferential trading in goods under the AFCFTA,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,1,,,,,,2,,,,,,"Nil

",,,,,,3,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,"High impact trade interventions including, but not limited to the following: trade disputes, challenges with implementation of trade agreements, ITAC decisions and trade measures, bilateral trade concerns",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,2,,,,,,3,,,,,,"5

",,,,,,10,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,High impact trade and climate change strategy advocacy,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"1

",,,,,,1,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,"Conferences, summits, and international forums hosted",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2,"Report compiled 
on preparations for   hosting of BRICS Trade Ministers meeting in Aug 2023

Report compiled on preparation for the hosting of the AGOA Forum in Nov 2023
",None,None,,,Nil,,,,,,Nil,,,,,,"Nil

",,,,,,2,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Number of regulations published & red tape reduction interventions,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"3

",,,,,,3,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Protocols finalised: 1. Submission of the Competition Protocol to Cabinet and follow up on Cabinet decision. 2.Finalisation of Investment Protocol for approval by the AfCFTA Council of Ministers. 3.Finalisation of Protocol on Women in Trade for approval b,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,2,,,,,,"2

",,,,,,4,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 2: Trade,Programme 2: Trade,Quarterly,Impact reports (both internal and statutory) on trade instruments applied: • Impact reports (both internal and statutory) on trade instruments applied for and issued across firms of different sizes • Impact reports (both internal and statutory) on trade i,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,3,,,,,,"Nil
",,,,,,"3

",,,,,,6,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 3: Investment and Spatial Industrial Development,Programme 3: Investment and Spatial Industrial Development,Quarterly,Value of investment facilitated,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R15bn,"SAIC COMMIT
MENTS               R 178 Bn 
Lumotech (PTY) Ltd              R 208 M 
KAP Automotive (Pty) Ltd             R 89,5M 
Harntech                            R32,4M 
CRH Africa Auto                R10,5M 
Adient P Panther Capital                R 61M 
Atlantic Glass & Aluminium            R13M 
Romarck Logistics                           R2,2M 
OR TAMBO Pluczenik 
Diamond Company                         R180M 
Tshwane Automotive SEZ 
-Ford SA                                         R60M 
Anglo   American                            R 29  Bn 
Greenco                                  R1, 75 Bn 
Peda-yaho (Vaal SEZ)                    R 660 M 
EXL                                       R100 M
Grand Total: R210  Bn
","Due to SAIC announcements 
",N/A,,,R33bn,,,,,,R51bn,,,,,,"R52bn

",,,,,,R151bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 3: Investment and Spatial Industrial Development,Programme 3: Investment and Spatial Industrial Development,Quarterly,Value of additional local output committed or achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R150m,"1. Sappi          R28M
 

2. Fuchs          R165M 
3. Evo Health  R26M 
4. Samsung    R647M 
5. AMKA         R816M 
6. Pharmaq    R31.2M 
7. TASEZ        R342M 
8.Ardagh Group  R 325M 
9 DEFY            R1,2Bn
Grand Total R3,6Bn 
","Due to SAIC announcements 
",N/A,,,R350m,,,,,,R300m,,,,,,"R200m

",,,,,,R1bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 3: Investment and Spatial Industrial Development,Programme 3: Investment and Spatial Industrial Development,Quarterly,Value of exports in manufacturing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,"Sappi Saiccor
 Mill-    R3.8 Bn
AMKA                        R119M   
Samsung                   R7,7M 
PharmaQ -                 R4M
Evo Health                 R182 000
Evergreen Latex         R2M
Ardagh Group             R32,5 M
Coega Steels-             R65M
Grand Total:               7,7Bn
",Due to SAIC announcements ,N/A,,,R5bn,,,,,,R5bn,,,,,,"R5bn

",,,,,,R15bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 3: Investment and Spatial Industrial Development,Programme 3: Investment and Spatial Industrial Development,Quarterly,Value of output by Black Industrialist firms supported by the dtic group.,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R200mil,"Evo Health 
                  R26 M
AMKA                           R119 M 
PHARMAQ                   R31.2M
SA Steel Mills (Pty) Ltd R1,1Bn
VM Automotive              R233 M
Grand Total                   1,5Bn
",Due to SAIC announcements ,N/A,,,R300mil,,,,,,R300mil,,,,,,"R200mil

",,,,,,R1bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 3: Investment and Spatial Industrial Development,Programme 3: Investment and Spatial Industrial Development,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R200mil,"EXL (GBS Masterpla
n) 827
BMW 543 (per quarter)
SEZ Q1 24177 Jobs
Total 25 547",Due to SAIC announcements ,N/A,,,R300mil,,,,,,R300mil,,,,,,"R200mil
",,,,,,25 000,-,,,,,,,366
