ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Agriculture, Forestry and Fisheries (2015-2020), Agriculture, Land Reform and Rural Development, Auditor-General of South Africa, Basic Education, Centre for Public Service Innovation, Civilian Secretariat for the Police Service, Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities, Commission on Gender Equality, Communication and Digital Technologies, Cooperative Governance",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:28:58 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Agriculture, Land Reform and Rural Development",National,"Programme 3: Food Security, Land Reform and Restitution",Land Redistribution and Tenure Reform,Quarterly,5.3.1 Number of hectares allocated,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A,N/A,,,0,,,,,,16982,,,,,,25474,,,,,,42456,0,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 3: Food Security, Land Reform and Restitution",Restitution,Quarterly,5.4.1 Number of land claims settled,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",51,69,"The over-achievement is due to settlement of projects with multiple claims by Limpopo & MP.
",N/A,,,111,,,,,,127,,,,,,60,,,,,,349,69,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 3: Food Security, Land Reform and Restitution",Restitution,Quarterly,5.4.2 Number of land claims finalised,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",75,52,"The underachievement was due to delays in processing payments i.e. EC, KwaZulu, LP and MP.

","EC, KZN, LP and MP will follow-up with National to make sure that their payments are process before end of July.
",,,135,,,,,,100,,,,,,96,,,,,,406,52,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 4: Rural Development,National Rural Youth Service Corps (NARYSEC),Quarterly, 6.2.2 Number of young people supported with business development through the NARYSEC Programme,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A,N/A,,,96,,,,,,50,,,,,,163,,,,,,309,0,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 4: Rural Development,National Rural Youth Service Corps (NARYSEC),Quarterly,6.1.1 Number of young people trained through the NARYSEC Programme,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Economic Sectors, Employment and Infrastructure Development cluster",31,7,"A total of  54 (FS = 33 and LP = 21) initially considered had to be retracted based on 2022/23 TID audit issues affecting the current FY.  Reported information was perceived null and void due to training dates falling in the previous financial year despite Certificates/Statement of Result (SoRs) issued in the current fiscal year
","Reporting of performance information to be aligned with the 2023/24 FY
",,,778,,,,,,1811,,,,,,1880,,,,,,4500,7,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 4: Rural Development,National Rural Youth Service Corps (NARYSEC),Quarterly,6.2.1 Number of young people linked to job opportunities through the NARYSEC Programme,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",120,136,"ARC was never planned on the targets for job opportunities, a need arised from ARC for job opportunities and the Organisation requested NARYSEC participants to form part of the 7 days job contract. There was no financial expenditure on the department side, in terms of linking the youth to job opportunities regarding ARC projects, ARC has a Memorandum of Understanding (MOU) with the department, they further implement and manage departmental project
",N/A,,,33,,,,,,5,,,,,,327,,,,,,485,136,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 4: Rural Development,Rural Infrastructure Development,Quarterly,6.3.1 Number of infrastructure projects completed,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",13,55,"GP: Target over- achieved due to technical support to a Tenure Project being implemented by RID GP. KZN, LP, MP, NW & WC: Target over-achieved due to rolled-over project completed in the current year.
",N/A,,,17,,,,,,22,,,,,,31,,,,,,83,55,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.3.1 Number of FPSUs supported to be functional,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",6,6," 
N/A","
N/A",,,10,,,,,,15,,,,,,10,,,,,,41,6,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.4.1 Number of agricultural enterprises supported,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",8,13,"The delivery of seed was done earlier than expected
",N/A,,,36,,,,,,35,,,,,,8,,,,,,87,13,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.6.1 Number of smallholder farmers capacitated in agricultural marketing,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",50,50,,,,,100,,,,,,100,,,,,,50,,,,,,300,50,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Annually,7.2.1 Percentage of AgriBEE Fund applications assessed,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,100% of AgriBEE Fund applications assessed,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Annually,7.2.1 Percentage of AgriBEE Fund applications assessed,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Quarterly,7.1.1 Number of agricultural cooperatives trained (Farmtogether Agricultural Cooperative Training Programme),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",24,24,N/A,N/A,,,36,,,,,,36,,,,,,12,,,,,,108,24,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Quarterly,7.4.2 Number of non-agricultural enterprises supported,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",4,4,N/A,N/A,,,6,,,,,,4,,,,,,4,,,,,,18,4,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Development Finance,Quarterly,7.5.1 Number of smallholder producers accessing MAFISA loan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",10,25,"MAFISA is demand driven, more smallholder farmers applied for the loan",N/A,,,10,,,,,,5,,,,,,10,,,,,,35,25,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.7.1 Number of trade agreements implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.7.2 Number of trade agreements negotiated,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.1 Number of multilateral commitments implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.2 Bilateral agreements implemented (a),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,Status report on bilateral engagements (South-South and North-South),,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.2 Bilateral agreements implemented (b),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,Status report on bilateral engagements in Africa,,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Deeds Registration,Quarterly,8.1.1 Percentage of deeds made available within seven days from lodgement for execution,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",95 %,83 %,Closure of Pretoria Deeds Office due to office relocation and challenge with volumes that are still in boxes due to lack of office space are reasons that impacted highly on the non-achievement of the target during the period under review.,"Implement catch-up plans in offices that 
didn’t meet the target.  Sourcing of the outside storage

",,,95 %,,,,,,95 %,,,,,,95 %,,,,,,95 %,83 %,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Deeds Registration,Quarterly,8.2.1 Percentage of registered deeds delivered within 10 days from date of registration,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",95 %,72 %,"Delays with availability of systems due to Uninterruptable Power Supply  (UPS)  and Dynamic Host Configuration Protocol (DHCP) server not allocating  Internet Protocol (IP) address on time (Total  of 4 days and 80 minutes lost in Gauteng Deeds Office). 
 

","Data & Micro Sections continue working on two teams’ strategy to work on new and old registration simultaneously in Gauteng Office.  Implementation of catch-up plans in offices that didn’t meet the target

",,,95 %,,,,,,95 %,,,,,,95 %,,,,,,95 %,72 %,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.4.1 Average number of working days taken to process cadastral documents for addition to the national dataset of Cadastre; Land parcel boundaries from data of lodgement to date of dispatch,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",16 days,18 days,"
Backlog due to software failure at SG: EC, however approvals are catching up with the backlog. Disruption caused by SG: GP office relocation. Network servers (databases) down for 2,5 days in June at SG: GP

","Additional resources included to deal with backlog. Filling of two vacant posts in progress 
 to ease the burden on staff.",,,16 days,,,,,,16 days,,,,,,16 days,,,,,,16 days,-,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.5.1 The average number of working days taken to add new cadastral documents to the cadastral spatial information dataset,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",10 days,5 days,"Capturing of spatial information was executed with minimal 
complexities.  
","Maintain and monitor current workflow.
",,,10 days,,,,,,10 days,,,,,,10 days,,,,,,10 days,-,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.6.1 The percentage of GNSS datasets downloaded from the CORS and made available to geospatial data users,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",85 %,81.4 %,"Target could not be achieved due to some base  
stations down with 5 of these  (DEAR, DRBA, ERAS, KLEY and KRUG) no longer being serviced by Telkom.

","Continue to engage Telkom\BCX to restore the communicati
on lines of the non-functional base stations.

",,,85 %,,,,,,85 %,,,,,,85 %,,,,,,85 %,0 %,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.7.1 Number of maps produced to maintain the currency of the National Map Series dataset,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",15,22,"Greater demand for the maps during the 
period under review.

",N/A,,,25,,,,,,20,,,,,,20,,,,,,80,22,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Spatial Planning and Land Use,Quarterly,"8.2.2 Number of organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No.54, 2003)",Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster","2 Organs of state supported (Professionally and/or technically) to implement the Spatial Data Infrastructure Act, 2003","2 organs of state were supported (professionally and/or technically) to implement SDI Act No.54, 2003 as follows; Housing Development Agency on 15 June 2023 and • Ngaka Modiri Molema District Municipality on 20 June 2023 respectively

",N/A,N/A,,,"2 Organs of state supported (Professionally and/or technically) to implement the Spatial Data Infrastructure Act, 2003",,,,,,"2 Organs of state supported (Professionally and/or technically) to implement the Spatial Data Infrastructure Act, 2003",,,,,,"2 Organs of state supported (Professionally and/or technically) to implement the Spatial Data Infrastructure Act, 2003",,,,,,"8 Organs of state supported (Professionally and/or technically) to implement the Spatial Data Infrastructure Act, 2003",-,,,,,,,235
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Spatial Planning and Land Use,Quarterly,8.3.1 Monitoring Report on NSDF NSAAs developed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",Report on Governance Arrangements for NSAAs,"Report on Governance Arrangements for National Spatial Action Areas (NSAAs) was developed.Report on Governance Arrangements for National Spatial Action Areas (NSAAs) was developed.

",N/A,N/A,,,Stakeholder consultation and workshops held,,,,,,Framework for NSAAs Implementation Report,,,,,,NSDF NSAAs Implementation Report developed,,,,,,NSDF NSAAs Implementation Report developed,-,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Human Resources Management,Quarterly,Percentage of approved performance agreement aligned to the strategy and the structure annually,Not Applicable,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,100,100,Achieved,No corrective action,,,0,,,,,,0,,,,,,0,,,,,,100,100,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Human Resources Management,Quarterly,Percentage of workplace skills development plan implemented  per annum,Not Applicable,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,25,40,Training needs for commissioners and management on risk management,No corrective action,,,25,,,,,,25,,,,,,25,,,,,,100,40,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Office of the Chairperson,Quarterly,Number of recommendations from Plenary and oversight committee meeting held per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Governance and Administration cluster,2,2,Achieved,No corrective action,,,2,,,,,,2,,,,,,2,,,,,,8,2,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Sub Programme 2: Office of the Chief Executive Officer,Quarterly,Number of quarterly internal audit reports per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Sub Programme 2: Office of the Chief Executive Officer,Quarterly,Number of quarterly performance reports reviewed per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Sub Programme 3: Finance and Support Services,Quarterly,Number of quarterly financial statements reviewed per annum,Not Applicable,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Sub Programme 3: Finance and Support Services,Quarterly,Number of reports on implemented risk management strategy per annum,Not Applicable,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 1: Administration-Organisational Development and Support and Support Services,Sub Programme 3: Finance and Support Services,Quarterly,Percentage of queries on internal and external audit findings resolved annually,Not Applicable,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,100,100,Achieved,No corrective action,,,100,,,,,,100,,,,,,100,,,,,,100,100,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 2: Legal Services and Conflict Resolution,Programme 2: Legal Services and Conflict Resolution,Quarterly,"Number of reviewed Bills before parliament and reviewed legislation that impact on cultural,religious and linguistic rights of communities as guided by the recieved complaints per annum",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",4,4,Achieved,No corrective action,,,4,,,,,,4,,,,,,4,,,,,,16,4,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 2: Legal Services and Conflict Resolution,Programme 2: Legal Services and Conflict Resolution,Quarterly,Percentage of complaints/request (carried over) handled per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",80 %,0 %,Planned for the 4th quarter,No corrective action,,,0 %,,,,,,0 %,,,,,,80 %,,,,,,80 %,0 %,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 2: Legal Services and Conflict Resolution,Programme 2: Legal Services and Conflict Resolution,Quarterly,Percentage of complaints/request (new) handled per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",80 %,80 %,Achieved,No corrective action,,,80 %,,,,,,80 %,,,,,,80 %,,,,,,80 %,80 %,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 2: Legal Services and Conflict Resolution,Programme 2: Legal Services and Conflict Resolution,Quarterly,Percentage of legal opinions and drafts in responses to all requests per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",100 %,100 %,Achieved,No corrective action,,,100 %,,,,,,100 %,,,,,,100 %,,,,,,100 %,100 %,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 2: Legal Services and Conflict Resolution,Programme 2: Legal Services and Conflict Resolution,Quarterly,"Percentage of reviewed bills before parliament and reviewed legilsation that impacts on cultural,religious and linguistic rights of communities as guided by the received complaints per annum",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",100 %,100 %,Achieved,No corrective action,,,100 %,,,,,,100 %,,,,,,100 %,,,,,,100 %,100 %,,,,,,,235
