ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Traditional Affairs, Transport, Water and Sanitation, Women, Youth and Persons with Disabilities",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 2:00:10 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
Traditional Affairs,Traditional Affairs,National,"PROGRAMME 2: RESEARCH, POLICY AND LEGISLATION","PROGRAMME 2: RESEARCH, POLICY AND LEGISLATION",Quarterly,Number of traditional councils legally constituted,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",TKLA section 63(4)(c) intervention Plan developed,"Achieved

TKLA section 63(4)(c) intervention Plan was developed",N/A,N/A,,,Implementation of TKLA section 63(4)(c) monitored,,,,,,Implementation of TKLA section 63(4)(c) monitored,,,,,,200 traditional councils (TCs) legally constituted/ proclaimed,,,,,,200 traditional councils legally constituted,-,,,,,,,268
Traditional Affairs,Traditional Affairs,National,"PROGRAMME 2: RESEARCH, POLICY AND LEGISLATION","PROGRAMME 2: RESEARCH, POLICY AND LEGISLATION",Quarterly,Number of traditional councils legally constituted,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,0,0,0,0,,,0,,,,,,0,,,,,,0,,,,,,0,0,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Annually,% of traditional  leaders in councils  afforded with the  benefits and the  tools of trade,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,"% of Traditional Councils in the 4 Local Houses of Traditional and Khoi-San Leaders (OR Tambo, Alfred Nzo; Ugu and Harry Gwala) availing land parcels for the implementation of the Invest Rural Master Plan in the Eastern Seaboard Development Initiative",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Consultation with Traditional Leaders,"Achieved

Consultation with the traditional leaders was done through the National House of Traditional and Khoi-San Leaders Committee on Land, Agriculture and Rural Development
",N/A,N/A,,,"Consultation with 
Traditional Leaders",,,,,,25%,,,,,,25%,,,,,,"50% of the Traditional 
Councils within the 4 
Local Houses of traditional 
and Khoi-San leaders 
(OR Tambo, Alfred Nzo; 
Ugu and Harry Gwala) 
availing land parcels for 
the implementation of the 
Invest Rural Master Plan 
in the Eastern Seaboard 
Development Initiative.",-,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,Number of Provincial Houses of Traditional and Khoi-San Leaders provided with tools of trade as provided for in the draft Hand book for Traditional and Khoi-San Leaders,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Engagement with 
relevant stakeholders 
on the provision of 
tools of trade as 
provided for on the 
draft Handbook for 
Traditional and Khoi-San Leaders","Achieved

Engagement with relevant stakeholders on the provision of tools of trade as provided for in the draft Handbook for Traditional and Khoi-San Leaders was undertaken
",N/A,N/A,,,"3 Provincial Houses 
of Traditional and 
Khoi-San Leaders 
provided with 
tools of trade as 
provided for in the 
draft Handbook 
for Traditional and 
Khoi-San Leaders",,,,,,"2 Provincial Houses 
of Traditional and 
Khoi-San Leaders 
provided with 
tools of trade as 
provided for in the 
draft Handbook 
for Traditional and 
Khoi-San Leaders",,,,,,"2 Provincial Houses 
of Traditional and 
Khoi-San Leaders 
provided with 
tools of trade as 
provided for in the 
draft Handbook 
for Traditional and 
Khoi-San Leaders",,,,,," 7 Provincial Houses of 
Traditional and Khoi-San 
Leaders provided with tools 
of trade as provided for 
in the draft Handbook for 
Traditional and Khoi-San 
Leaders",-,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,"Number of Traditional Mining communities with SLPs that provide procurement, bursaries, learnerships and employment opportunities for historically disadvantaged individuals",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","
Collation of 10 SLPs
 
Assessment of 10 SLPs 

Review of 10 SLPs
","Not Achieved

Not Achieved

Not Achieved

Efforts were made via a letter, emails, follow-up emails to engage with the Department of Mineral Resources and Energy (DMRE) and an attempt was made to solicit the support of provinces
","Unsuccessful attempts by the Department to meet with DMRE, the implementing Department on SLPs, to agree on monitoring and review protocols",N/A,,,"Monitoring the 
performance of the 
reviewed 10 SLPs
Intervention for non- performing SLPs",,,,,,"Monitoring the 
performance of the 
reviewed 10 SLPs
Intervention for non- performing SLPs
",,,,,,"Monitoring the 
performance of the 
reviewed 10 SLPs
Intervention for non-performing SLPs",,,,,,"10 Traditional Mining communities with SLPs that provide procurement, bursaries, learnerships and employment opportunities for historically disadvantaged individuals",-,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,"% of Traditional Councils in the 4 Local Houses of Traditional and Khoi-San Leaders (OR Tambo, Alfred Nzo; Ugu  and Harry Gwala)  availing land  parcels for the  implementation of  the Invest Rural  Master Plan in the  Eastern Seaboard  Development  Initi",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,0 %,0 %,0,0,,,0 %,,,,,,0 %,,,,,,0 %,,,,,,0 %,0 %,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,"Number of Traditional Mining communities with SLPs that provide procurement, bursaries,  learnerships and employment  opportunities for historically  disadvantaged individuals",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,0,0,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,Number of Provincial Houses of Traditional and Khoi-San  Leaders provided with tools of  trade as provided for in the draft  Hand book for Traditional and  Khoi-San Leaders,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,0,0,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,,,,,,,268
Traditional Affairs,Traditional Affairs,National,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,PROGRAMME 3: INSTITUTIONAL SUPPORT AND COORDINATION,Quarterly,Tools of trade for members of  NHTKL provided as per the  provision of the draft Handbook  for Traditional and Khoi-San  Leaders,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Engagement with 
relevant stakeholders 
on the tools of trade 
for members of NHTKL 
as per the provision of 
the draft Handbook for 
Traditional and Khoi-San Leaders","Achieved

Engagement with relevant stakeholders on the tools of trade for members of NHTKL as per the provision of the Handbook for Traditional and Khoi-San Leaders was undertaken
",N/A,N/A,,,-,,,,,,-,,,,,,"23 members of the 
NHTKL provided 
with tools of 
trade as per the 
provision of the 
draft Handbook 
for Traditional and 
Khoi-San Leaders",,,,,,"23 members of the NHTKL 
provided with tools of 
trade as per the provision 
of the draft Handbook for 
Traditional and Khoi-San 
Leaders",-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage implementation of the stakeholder plan,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,0,,,,,,0,,,,,,Annual status report on the implementation of the stakeholder plan • 100% implementation,,,,,,100% implementation of the stakeholder plan,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Revised DoT gender-responsive Strategic Plan tabled in Parliament,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,0,,,,,,0,,,,,,Progress Report on the implementation of the Revised DoT gender-responsive Strategic Plan (2020-2025),,,,,,Approved Revised DoT gender-responsive Strategic Plan (2020-2025) implemented,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage responses to Parliament questions within stipulated timelines,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on the status of responses to Parliamentary questions • 100% responses within stipulated timelines,,,,,,0,,,,,,Annual Report on the status of responses to Parliamentary questions • 100% responses within stipulated timelines,,,,,,100% responses to Parliament questions,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,DoT Gender-responsive Annual Performance Plan tabled in Parliament,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,0,,,,,,"Draft APP 2024/25 submitted to the Department of Planning, Monitoring and Evaluation (DPME)",,,,,,Approved DoT gender-responsive APP 2024/25 submitted to Parliament for tabling,,,,,,DoT gender responsive Annual Performance Plan (2024/25) tabled in Parliament,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,DoT Gender-responsive Annual Report tabled in Parliament,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",Draft DoT gender responsive Annual Report (2022/23) submitted to the Office of the Auditor-General of South Africa (AGSA),The draft DoT gender-responsive Annual Report (2022/23) developed and submitted to AGSA.,None,None,,,Approved DoT gender-responsive Annual Report (2022/23) submitted to Parliament for tabling,,,,,,0,,,,,,0,,,,,,DoT gender-responsive Annual Report (2022/23) tabled in Parliament,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage resolution of reported incidents of corruption,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on the status of reported incidents of corruption in the DoT ,,,,,,0,,,,,,Annual Report on the status of reported incidents of corruption in the DoT ,,,,,,95% resolution of reported incidents of corruption ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of vacant positions filled,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",25 posts filled ,"Twenty five (25) posts were filled during the period under review. These appointments include nine (9) new appointments, two (2) internal promotions, thirteen (13) contract appointments and one (1) transfer.

Male: 12
Female: 13
People with disabilities: 0

•As at 30 June 2023, the vacancy rate of the Department was at 23.85%. The vacancy rate for funded positions only amounts to 18.17%.

•Turnover rate as at 30 June 2023 was 3.41% (25/733). The turnover rate constitutes five (05) resignations, one (01) death, three (03) retirements, three (03) contract resignation and fourteen (14) contract expiry
",None,None,,,25 posts filled ,,,,,,20 posts filled ,,,,,,20 posts filled ,,,,,,90 posts filled ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Ethics committees established and operationalised,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on the operations of ethics committees in the Department. ,,,,,,0,,,,,,Annual Report on the operations of ethics committees in the Department,,,,,,Operations of departmental ethics committees monitored ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,% of employees trained in line with the Workplace Skills Plan,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",5% of employees exposed to skills-based training as per the WSP ,"12.7% of employees were exposed to skills-based training which is slightly higher than the set Quarter 1 target set at 5%.

115 Training interventions were coordinated, with actual head count of 86/679 officials trained in line with the APP and WSP target. 
","The successful roll out of programmes that were committed with National School of Government in the past year increased training achievement. 
The Directorate: HRD & PMDS has also actively advocated for training which has led to increased interest for enrolment.
",None,,,"15% of employees exposed to skills-based training as per the 
WSP",,,,,,25% of employees exposed to skills-based training as per the WSP ,,,,,,"30% of employees exposed to skills-based training as per the 
WSP 
",,,,,,30% of employees trained ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of bursaries managed,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0 - (First semester advertisement of bursaries issued) ,"The Directorate: HRD & PMDS issued Circular number 20 of 2023/24, inviting officials to apply for bursaries for the 1st intake. Fifteen (15) bursary applications were received with six (06) applications approved by the Director-General.

The Directorate is currently managing 199 bursaries excluding the newly approved applications.
",The increased number of officials interested in pursuing undergraduate and postgraduate qualifications has led to increase in number of bursaries being managed.,None,,,Bi-Annual Report on the status of existing bursaries ,,,,,,0 - (Second semester advertisement of bursaries issued) ,,,,,,Annual Report on the status of existing bursaries ,,,,,,160 bursaries managed ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Implementation of the internship programme,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Appointment and placement of interns 
completed 
 
 
• 50 interns employed and placed 
","During the period under review, 50 interns were appointed and placed within various Branches of the DoT effective from 01 April 2023.",None,None,,,"Quarterly Status Report on the implementation of Internship 
Programme 
",,,,,,Quarterly Status Report on the implementation of Internship Programme ,,,,,,Annual Status Report on the implementation of the Internship Programme ,,,,,,"Annual status report on the implementation of 
the internship programme 
 
• 50 interns employed and placed 
",-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage implementation of action plans to address audit findings,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,0,,,,,,Action plans to address audit findings raised by the AGSA for the 2022/23 financial year developed ,,,,,,Annual Report on the implementation of action plan to address audit findings raised by the AGSA for the 2022/23 financial year. ,,,,,,100% implementation of action plans to address audit findings ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage reduction of cases of wasteful and fruitless expenditure,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on fruitless and wasteful expenditure in the Department ,,,,,,0,,,,,,Annual Report on fruitless and wasteful expenditure in the Department ,,,,,,100% reduction (elimination) of cases of fruitless and wasteful expenditure ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage reduction of cases of irregular expenditure,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on irregular expenditure in the Department ,,,,,,0,,,,,,"Annual Report on irregular 
expenditure in the Department 
",,,,,,75% reduction of cases of irregular expenditure ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage reduction of cases of unauthorised expenditure,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on unauthorised expenditure in the Department ,,,,,,0,,,,,,Annual Report on unauthorised expenditure in the Department ,,,,,,100% reduction (elimination) of cases of unauthorised expenditure ,-,,,,,,,268
Transport,Transport,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage compliance to the 30-day payment requirement,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,,,,,,Bi-Annual Report on compliance to the 30-day payment requirement ,,,,,,0,,,,,,Annual Report on compliance to the 30-day payment requirement ,,,,,,100% compliance to the 30 day payment requirement ,-,,,,,,,268
Transport,Transport,National,Programme 2: Integrated Transport Planning ,Programme 2: Integrated Transport Planning ,Quarterly,Economic Regulation of Transport (ERT) approved by Parliament,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Draft Regulations of the 
Transport Economic Regulator (TER) Act developed 

",Draft Regulations of the Transport Economic Regulator (TER) Act and directives was developed.,None,None,,,"Draft Regulations of the 
Transport Economic Regulator (TER) Act 
finalised 
",,,,,,0,,,,,,Regulations of the Transport Economic Regulator (TER) Act approved ,,,,,,Regulations of the Transport Economic Regulator (TER) Act developed,-,,,,,,,268
Transport,Transport,National,Programme 2: Integrated Transport Planning ,Programme 2: Integrated Transport Planning ,Quarterly,Transport Sector Just Transition Plan approved by Cabinet,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Concept Note on the Transport Sector Just Transition Plan conducted,"Concept Note on the Transport Sector Just Transition Plan was developed as targeted.

The Concept Note outlines the development of the Transport Sector Just Transition Plan, technical requirements and work programme thereof.
",None,None,,,Gap Analysis on the Transport Sector Just Transition Plan conducted,,,,,,Inception Report for the development of the Transport Sector Just Transition Plan developed,,,,,,Draft Transport Sector Just Transition Plan developed,,,,,,Draft Transport Sector Just Transition Plan developed,-,,,,,,,268
Transport,Transport,National,Programme 2: Integrated Transport Planning ,Programme 2: Integrated Transport Planning ,Quarterly,Implementation of the Carbon Emission Transition Plan monitored,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,Public awareness campaigns conducted on the Framework for Electrical Vehicles (EVs) Regulations - (Three (03) provinces),"Public awareness campaigns on the Framework for Electrical Vehicles (EVs) Regulations were conducted with three provinces: 

• Free State: 24 May 2023
• Western Cape: 27 June 2023
• Eastern Cape: 30 June 2023",KwaZulu-Natal was not visited due to their unavailability.,KwaZulu-Natal was replaced with Free State in order to meet the target of three (03) provinces per quarter.,,,Public awareness campaigns conducted on the Framework for Electrical Vehicles (EVs) Regulations - (Three (03) provinces),,,,,,Public awareness campaigns conducted on the Framework for Electrical Vehicles (EVs) Regulations - (Three (03) provinces),,,,,,Report on public awareness on the Framework for Electric Vehicles (EV) Regulations developed,,,,,,Framework for Electrical Vehicle Regulation published • Public awareness campaigns conducted on approved Framework for Electric Vehicles (EV) Regulations,-,,,,,,,268
Transport,Transport,National,Programme 2: Integrated Transport Planning ,Programme 2: Integrated Transport Planning ,Quarterly,Economic Regulation of Transport (ERT) Bill approved by Parliament,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",- (NCoP Processes),"Eight (8) Provincial legislatures were briefed on the ERT Bill. The remaining province, Free State, will be briefed in the second quarter of this financial year.
Provincial public hearings were conducted in six (6) provinces, with the remaining provinces, Free State, Limpopo and Mpumalanga, targeted for the second quarter of this financial year.
The Department also responded to the matrix of comments received from the Committee of Transport, Public Service and Administration, Public Works and Infrastructure.

The NCoP process has been extended to 30 September 2023 this includes oral submissions from public hearings, which might impact the timeline for responses.
",None,None,,,- (NCoP Processes),,,,,,- (NCoP Processes) ‘ Economic Regulation of Transport (ERT) Bill approved by NCoP,,,,,,"- (NCoP Processes)
Transport Economic Regulator (TER) established

Incorporation of Economic Regulators to be incorporated into STER gazetted",,,,,,Transport Economic Regulator (TER) established,-,,,,,,,268
Transport,Transport,National,Programme 2: Integrated Transport Planning ,Programme 2: Integrated Transport Planning ,Quarterly,Regional Integration Strategy approved by Cabinet ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",Regional Integration Strategy submitted to Cabinet,"The Regional Integration Strategy was not submitted to Cabinet as targeted.

The draft Regional Integration Strategy was presented at two meetings of the Global and Continental Affairs Committee (GCAC).
","• Cluster processes are still underway.
• GCAC sub-cluster recommendations and inputs require further stakeholder consultations.
",Regional Integration Strategy has been scheduled for cluster consideration in August 2023.,,,- (Cabinet Processes),,,,,,- (Cabinet Processes),,,,,,- (Cabinet Processes – Regional Integration Strategy approved by Cabinet),,,,,,Regional Integration Strategy approved by Cabinet,-,,,,,,,268
