Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Audio- and  Audio-Visual Content Service  policy and Online Safety Act,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",- ,,-,-,"Consultation on the Audio and Audio-Visual Content 
Services and Online Safety 
Bill conducted ",The target was revised,"Submit the Audio- and Audio Visual Content Services and 
Online Safety Bill to the Cluster 
and Cabinet for approval ",Target was revised ,"White Paper and the Bill on 
the Audio- and Audio-Visual 
Content Services and Online 
Safety submitted to Cabinet 
for approval ",-,The Department was not able to achieve the target to submit the White Paper on Audio- and Audio-Visual Content Services and Online Safety to Minister for approval ,SEIAS for the Audio- and Audio-Visual Content Services and Online Safety was not submitted for precertification and as a result the White Paper on Audio- and Audio-Visual Content Services and Online Safety was not submitted to Minister for approval,Appoint writer in finalising the write-up of the final white paper in the 2024/25 FY.,"The
Department
did not
achieve the
planned target
of submitting
White Paper
and the Bill on
the Audio- and
Audio-Visual
Content
Services and
Online Safety
to Cabinet for
approval.",,,-,-,The target was revised,The target was revised,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Audio- and  Audio-Visual Content Service  policy and Online Safety Act,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,,-,-,"SEIAS for the Audio- and 
Audio-Visual Content Services 
and Online Safety Bill 
submitted for precertification ",SEIAS for the Audio- and Audio-Visual Content Services and Online Safety was not submitted for precertification,-,-,"White Paper and the Bill on 
the Audio- and Audio-Visual 
Content Services and Online 
Safety submitted to Cabinet 
for approval ",-,The Department was not able to achieve the target to submit the White Paper on Audio- and Audio-Visual Content Services and Online Safety to Minister for approval ,SEIAS for the Audio- and Audio-Visual Content Services and Online Safety was not submitted for precertification and as a result the White Paper on Audio- and Audio-Visual Content Services and Online Safety was not submitted to Minister for approval,Appoint writer in finalising the write-up of the final white paper in the 2024/25 FY.,"The
Department
did not
achieve the
planned target
of submitting
White Paper
and the Bill on
the Audio- and
Audio-Visual
Content
Services and
Online Safety
to Cabinet for
approval.",,,-,-,Extension of submission of inputs by stakeholders had a knock-on effect on the submission of SEIAS for precertification. ,The updating of SEAIS is being done parallel to analysis of inputs from stakeholders to ensure submission of White Paper to Minister in Q4.,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Audio- and Audio-Visual Content Services and Online Safety Act,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"Inputs from stakeholders
consolidated into the White
Paper on Audio- and Audio-
Visual Content Services and
Online Safety
",Inputs from stakeholders consolidated into the White Paper on Audio- and Audio- Visual Content Services and Online Safety,"White Paper on Audio- and
Audio-Visual Content Services
and Online Safety submitted
to Minister for approval
",Not achieved,"White Paper
on Audio- and
Audio-Visual
Content Services
and Online
Safety submitted
to Minister for
approval
",-,The Department was not able to achieve the target to submit the White Paper on Audio- and Audio-Visual Content Services and Online Safety to Minister for approval ,SEIAS for the Audio- and Audio-Visual Content Services and Online Safety was not submitted for precertification and as a result the White Paper on Audio- and Audio-Visual Content Services and Online Safety was not submitted to Minister for approval,Appoint writer in finalising the write-up of the final white paper in the 2024/25 FY.,"The Department
did not achieve
the planned
target of
submitting White
Paper on Audioand
Audio-Visual
Content Services
and Online
Safety to Minister
for approval.",,,,,None,None,"Due to the new and recent developments in the sector, the Branch had to engage in further research based on submissions.
This further research brought up new issues that needed more discussions and updating of positions.
There has also been delays in the procurement of a writer in finalising the write-up of the final white paper. 
","The unit is in the process of attempting to finalise the White Paper
The unit will also engage SCM on the best possible approach to secure the services of a writer 
",198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Audio- and Audio-Visual Content Services and Online Safety Act,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"SEIAS for the White Paper
on Audio- and Audio-Visual
Content Services and
Online Safety submitted for
precertification
",The target was revised,None,-,"White Paper on Audio- and Audio-Visual Content Services and Online Safety submitted to Minister for approval
",-,The Department was not able to achieve the target to submit the White Paper on Audio- and Audio-Visual Content Services and Online Safety to Minister for approval ,SEIAS for the Audio- and Audio-Visual Content Services and Online Safety was not submitted for precertification and as a result the White Paper on Audio- and Audio-Visual Content Services and Online Safety was not submitted to Minister for approval,Appoint writer in finalising the write-up of the final white paper in the 2024/25 FY.,"The Department
did not achieve
the planned
target of
submitting White
Paper on Audioand
Audio-Visual
Content Services
and Online
Safety to Minister
for approval.",,,,,The target was revised,The target was revised,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Cost-of-Communication Review  Mode,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Data collected for the 
formulation of the review 
model ",Data was collected for the formulation of the review model.,"Initial draft report on 
data collected for the 
development of the cost to 
communicate review model ",Initial draft report on data collected for the development of the cost to communicate review model was developed.,"Final draft report for the 
review and improvement of 
cost to communicate review 
model ","Final draft report for the
review and improvement
of Cost to Communicate
Review Model was developed.
","Cost to Communicate review 
Model developed ",Cost to Communicate Review Model was developed.,"Cost-of-Communication 
Review Model developed ",-,Cost to Communicate Review Model was developed.,None,None,"The
Department
achieved
the planned
target. Cost to
Communicate
Review
Model was
developed.",None,None,None,None,None,None,None,None,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Digital  Economy Framework and  Strategy,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Draft Digital Economy 
Framework and Strategy 
developed and submitted to 
Cabinet for public comments ",Draft Digital Economy Framework and Strategy developed and signed by the DG.,"Revised Draft Digital Economy 
Framework and Strategy 
submitted to Minister ",Revised Draft Digital Economy Framework and Strategy submitted to Minister,"Revised Draft Digital Economy 
Framework and Strategy 
submitted to Cabinet for 
approval",The target was revised,"Digital Economy Framework 
and Strategy developed ",Target was revised,"Digital Economy Framework 
and Strategy submitted 
to Cluster and Cabinet for 
approval",-,Digital Economy Framework and Strategy was not submitted to Cluster and Cabinet for approval.,There was a need for updating and monitoring the feedback on the Framework and Strategy going forward ,The annual target was revised since approval was previous given which necessitated the updating and monitoring the implementation of the Digital Economy Master Plan.,"The
Department
did not
achieve the
planned target
of submitting
Digital
Economy
Framework
and Strategy
to Cluster and
Cabinet for
approval.",Submitted supporting document not relevant  ,Catch-up report to be done in quarter 2.,Need direction or feedback on the Framework and Strategy going forward,Follow up with the Ministers office,The target was revised,The target was revised,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Digital Economy Masterplan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"Implementation Plan of the
Digital Economy Master Plan
updated
",Implementation Plan of the Digital Economy  Masterplan was updated. ,"Implementation Plan of the
Digital Economy Master Plan
monitored
",Implementation Plan of the Digital Economy Masterplan was updated and submitted for approval.,"Implementation of Digital
Economy Masterplan
monitored",-,Implementation Plan of the Digital Economy Masterplan was updated and submitted for approval.,Monitoring of the Implementation Plan of the Digital Economy Masterplan could only be conducted upon receipt of the approved plan.,Monitoring of the Implementation Plan of the Digital Economy Masterplan will be conducted upon receipt of the approved plan.,"The Department
did not achieve
the planned target
of monitoring
the implementation
Plan of the
Digital Economy
Masterplan.",,,,,None,None,Monitoring of the Implementation Plan of the Digital Economy Masterplan will be conducted upon receipt of the approved plan.,Follow-up with DGO on the approved Implementation Plan of the Digital Economy Masterplan.,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Government  Cloud Computing Policy,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Initial SEIAS report developed 
and consulted with the 
Presidency ",SEIAS report developed and consulted with the Presidency,"Full SEIAS and Pre-certification 
obtained from Presidency ",Full SEIAS and Pre-certification obtained from Presidency,"Government Cloud 
Computing Policy consulted 
with the ESEID Cluster",The target was revised,"Government Cloud 
Computing Policy finalised 
and submitted to Minister for 
approval",Target was revised,"Government Cloud 
Computing Policy finalised ",-,"SEIAS report was developed and consulted with the Presidency. Furthermore, a full SEIAS and Pre-certification was obtained from Presidency.
",None,The annual target was reprioritized over the finalisation of National Data and Cloud Policy target. ,"The
Department
achieved
the planned
target.
Government
Cloud
Computing
Policy was
finalised.",None,None,None,None,The target was revised,The target was revised,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented National Data and Cloud Policy,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"SEIAS report on Draft National
and Cloud Policy developed.
","SEIAS report developed, completed and approved by Presidency (DPME)","National Data and Cloud
Policy finalised and submitted
","National Data and Cloud Policy was finalised, submitted and approved.","National Data and Cloud
Policy finalised",-,"National Data and Cloud Policy was finalised, submitted and approved.",None,None,"The Department
achieved the
planned target.
National Data
and Cloud Policy
was finalised.",,,,,None,None,None,None,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented National Data and Cloud Policy,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"Draft National and Cloud
Policy consulted with the
Cluster",Cluster presentation finalised and other related documents finalised,None,-,"National Data and Cloud
Policy finalised",-,"National Data and Cloud Policy was finalised, submitted and approved.",None,None,"The Department
achieved the
planned target.
National Data
and Cloud Policy
was finalised.",,,,,Cluster meeting of 14 December 2023 was deferred,The policy to be presented to the ESEID Cluster meeting in the 4th quarter,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented PC4IR Strategic  plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Data sources for the 
operationalisation of the M&E 
framework identified ",Not Achieved ,"Agreements for data sharing 
with relevant stakeholders 
established ",Not Achieved ,"Data for the 
operationalisation of the M&E 
framework developed ",The target was revised,"Operationalize and report on 
the M&E framework ",Target was revised,"PC4IR Strategic 
implementation plan 
coordinated ",-,Coordination report was developed on the projects related to the Strategic Implementation Plan in line with the PC4IR Recommendations,The Integrated Implementation Plan does not entail which activities will be coordinated within the fourth quarter in line with the recommendations which makes it difficult to measure the achievement of all activities planned in the fourth quarter. ,"The Integrated Implementation plan to be 
adequately documented to assist the department in tracking progress against the planned activities.","The Department
did not
achieve the
planned target
of coordinating
PC4IR Strategic
implementation
plan.",No performance information was submitted.,Catch-up report to be done in quarter 2.,Lack of resource due to expiry of PC4IR PMO contracts ,Process of acquiring a Resource is underway. ,The target was revised,The target was revised,,,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented PC4IR Strategic Plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",None,,None,,"Progress report on the
implementation of the
projects aligned to the PC4IR
Recommendations within the
Reporting Framework",Progress report on the implementation of internal projects aligned to the PC4IR Recommendations was developed. ,"Coordination report
developed on the projects
related to the SIP in line with
the PC4IR Recommendations",Coordination report was developed on the projects related to the SIP in line with the PC4IR Recommendations.,"PC4IR Strategic
implementation plan
coordinated",-,Coordination report was developed on the projects related to the Strategic Implementation Plan in line with the PC4IR Recommendations,The Integrated Implementation Plan does not entail which activities will be coordinated within the fourth quarter in line with the recommendations which makes it difficult to measure the achievement of all activities planned in the fourth quarter. ,The Integrated Implementation plan to be adequately documented to assist the department in tracking progress against the planned activities.,"The Department
did not
achieve the
planned target
of coordinating
PC4IR Strategic
implementation
plan.",,,,,None,None,The Integrated Implementation Plan does not entail which activities will be coordinated within the fourth quarter in line with the recommendations which makes it difficult to measure the achievement of all activities planned in the fourth quarter. ,The Integrated Implementation plan to be adequately documented to assist the department in tracking progress against the planned activities.,198
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented policy directive  on the data and lowered  mobile broadband cost,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Initial Research Report 
to inform policy and or 
strategies to offer free data to 
household. ",Desk top research done for the compilation of the initial report.,"Draft Policy developed 
incorporating various modes/ 
SEIAS/strategies to enable free 
data to households ",Not achieved.,"Final Report incorporating 
inputs from sector 
stakeholders submitted to 
Cluster  ",The target was removed on revision,"Policy Directive on free data 
services and lowered mobile 
broadband cost issued to 
ICASA. ",Target was removed from the revised 2023/24 APP,"Policy Directive issued to 
ICASA for household to 
receive data and lower the 
mobile broadband cost ",-,Draft Policy was not developed incorporating various modes/ SEIAS/ strategies to enable free data to households.,Budget constraints and delays in finalising SEIAS to inform the development of draft policy directive,The target was removed from the 23/24 APP due to Inadequate funding to appoint an External Service Provider to assist the Department with a feasibility study to inform the development of draft policy.,"The
Department
did not
achieve the
planned target
of issuing
Policy Directive
to ICASA for
households to
receive data
and lower
the mobile
broadband
cost.",Budget constraints were the main issue that delayed the target,The initial research report will be prioritised in the quarter 2.,"-Delay in finalising SEIAS to inform the development of draft policy directive.
-Inadequate funding to appoint an External Service Provider to assist the Department with a feasibility study to inform the development of draft policy.
","-In quarter 3, the process of finalising SEIAS will be expedited.
-Consult other Chief Directorates with the ICT Policy and Strategy Development Branch and Finance Chief Directorate regarding the funding of the study.
",The target was removed on revision,The target was removed on revision,,,198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.1.3 Number of capacity-building programmes offered to the DBE officials,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,15,36,15,,36,The deviation is due to the higher demand for training. Some of the training requests arose from the outcome of performance assessments where skills and training needs were identified.,Not applicable,36,,,,,,,,,198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.2.1 The Annual Performance Plan is approved by 31 March each financial year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"2024/25 APP
approved by March 2024
",2024/25 APP approved by March 2024,"2024/25 APP
approved by March 2024
",,2024/25 APP approved by March 2024,Not applicable ,Not applicable ,"2024/25 APP
approved by March 2024
",,,,,,,,,198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.1. Percentage of valid invoices paid within 30 days upon receipt by the Department.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100 %,100 %,100 %,100 %,89% %,100 %,389 %,98.55,"The Department could not achieve 100% or pay all invoices within 30 days during Quarter 4 because of cash flow constraints suffered in the last two months of the 2023/24 financial year, which resulted from in-year budget cuts imposed by National Treasury. 
To manage the situation and to avoid unauthorised expenditure that would have resulted from overspending the budget, some invoices had to be withheld and only be paid in the new 2024/25 financial year. 
","Consequently, the Department will be monitoring cash flow more closely and also strengthen the collection of money due to the state.",98.55,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,The Department could not achieve 100% or pay all invoices within 30 days because of cash flow constraints suffered in the last two months of the 2023/24 financial year. The money tied up in receivables contributed largely to this challenge. ,"Consequently, the Department will be monitoring cash flow more closely and also strengthen the collection of money due to the state.",198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.2. Number of reports on misconduct cases resolved within 90 days,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable,4,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable ,Not applicable ,198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.4 Number of Schedule 4 and 5 Conditional Grants Quarterly Performance Reports submitted to National Treasury (NT) 45 days after the end of each quarter.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",7,7,7,7,7,7,7,7,28,28,28,No deviation,Not applicable,28,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable ,Not applicable ,198
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2.2 Number of Quarterly Performance Reports submitted to National Treasury (NT) and the DPME 30 days after the end of each quarter,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable,4,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable ,Not applicable ,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.3 Number of Children/ Learners with Profound Intellectual Disability (C/LPID) using the Learning Programme for C/LPID. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,4127,4321,4127,,4321,"The DBE conducted sessions with PEDs to provide guidance and support that ensured children/learners who were excluded from using the Learning Programme for C/LPID were included, contributing to the improved performance.",Not applicable,4321,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.4 An Annual Sector Report is produced on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention","9 PED reports

Draft Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention","Approved Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",,"Approved Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",No deviation,Not applicable ,"Approved Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.5 An Annual National Report is produced on piloting the new funding model for Early Childhood Development,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,Approved Annual National Report on piloting of the new funding model for Early Childhood Development ,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,,Approved Annual National Report on piloting of the new funding model for Early Childhood Development ,No deviation,Not applicable ,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.6 An Annual Sector Report is produced on monitoring the registration of Early Childhood Development Programmes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,"Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes.

 reports.",Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,No deviation,Not applicable ,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.7 An Annual National Report is produced on developing an Early Childhood Development (ECD) Human Resource Development (HRD) Plan. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the approved service delivery and HR model.,,Approved Annual National Report on the approved service delivery and HR model,No deviation,Not applicable ,Approved Annual National Report on the approved service delivery and HR model,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.8 Number of districts monitored on implementation of the National Curriculum Statement (NCS) for Grades 10–12. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,15,14,15,,14,"Subject Specialists monitor the least-performing districts in provinces, providing subject-specific support and workshops for teachers. In Limpopo, the number of least-performing districts exceeded the FET Subject Specialists. Vhembe West was assigned as an additional district for the Arts Subject Specialist. Tshikevha Christian Secondary School, listed as offering Arts Subjects, was selected as the only targeted school. However, the official was unaware that the school had discontinued Visual Arts, preventing a report from being generated for the district.",The strategy employed to overcome this is for Subject Specialists (especially of low enrolment subjects) to call the selected school beforehand to ensure that their subject is offered. ,14,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.9 Number of provinces monitored for extra-support classes to increase the number of learners achieving Bachelor-level passes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable ,9,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.10 Number of schools monitored for implementing compulsory entrepreneurship education. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,225,225,225,,225,No deviation,Not applicable,225,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.11 An Annual National Report is produced on piloting of the General Education Certificate (GEC),Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on piloting of the General Education Certificate (GEC),Approved Annual National Report on piloting of the General Education Certificate (GEC),Approved Annual National Report on piloting of the General Education Certificate (GEC),,Approved Annual National Report on piloting of the General Education Certificate (GEC),No deviation,Not applicable ,Approved Annual National Report on piloting of the General Education Certificate (GEC),,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.12 An Annual Sector Report is produced on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively","Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively","Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively",,"Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively",No deviation,Not applicable ,"Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.13 Number of schools monitored for piloting the Coding and Robotics curriculum. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable ,18,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.1 Number of schools monitored on the implementation of the reading norms. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable ,18,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.2 Number of schools monitored on the implementation of the Incremental Introduction to African Languages (IIAL). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable ,18,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.3 Number of underperforming schools monitored on the implementation of the Early Grade Reading Assessment (EGRA). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,36,36,36,,36,No deviation,Not applicable ,36,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.4 Number of schools with multi-grade classes monitored for implementing the multi-grade toolkit. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,36,36,36,,36,No deviation,Not applicable ,36,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.5 An Annual Sector Report is produced on the implementation of the National Reading Plan. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual Sector Report on the implementation of the National Reading Plan,,"Approved Annual Sector Report on the implementation of the National Reading Plan
",No deviation,Not applicable ,Approved Annual Sector Report on the implementation of the National Reading Plan,,,,,,,,,198
